Subphylum;Order;Suborder;Family;Subfamily;Genus;Species;Morphospecies;Species_old_name;Diet;Site;Sampling;Day;Tree;Treatment;Bromeliad;Abundance
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;ER;B;07.05.2017;G5;wr;b;1
Hexapoda;Lepidoptera;;;;;;Lepilarva_AB;Beetle larva E;herb;ER;B;07.05.2017;G5;wr;b;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;ER;B;07.05.2017;G5;wr;b;3
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Homoptera_A;Psyllid A;herb;ER;B;07.05.2017;G5;wr;b;1
Hexapoda;Thysanoptera;Tubulifera;Phlaeothripidae;Idolothripinae;;;Thrip_A;Thrip E;unkn;ER;B;07.05.2017;G5;wr;c;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;ER;B;07.05.2017;G5;wr;c;1
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_nymph_R;Hemiptera nymph R;herb;ER;B;07.05.2017;G5;wr;c;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Ectatomminae;Gnamptogenys;;Ant_K;Ant K;pred;ER;B;07.05.2017;G5;wr;d;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_A;Ant I;pred;ER;B;07.05.2017;G5;wr;d;nest
Hexapoda;Coleoptera;Adephaga;Carabidae;;;;Beetle_AR;Beetle AR;pred;ER;B;07.05.2017;G5;wr;d;1
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_nymph_R;Hemiptera nymph R;herb;ER;B;07.05.2017;G5;wr;d;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Dorylinae ;Neivamyrmex;;Ant_AV;Ant AV;pred;CP;A;29.06.2017;G6;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_A;Ant A;pred;DO;B;12.05.2017;G6;wr;a;3
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini;;Cockroach_P;Cockroach P;scav;DO;B;12.05.2017;G6;wr;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;B;12.05.2017;G6;wr;a;3
Chelicerata;Araneae;;;;;;Jspider_N;Jspider N;pred;DO;B;12.05.2017;G6;wr;a;1
Chelicerata;Araneae;;;;;;Spider_AR;Spider AR;pred;DO;B;12.05.2017;G6;wr;a;1
Hexapoda;Blattodea;;Blattidae;;Periplaneta;Periplaneta australiasae;Cockroach_U;Cockroach U ;scav;CP;A;29.06.2017;G6;w;a;1
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;CP;A;29.06.2017;G6;w;a;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;CP;A;29.06.2017;G6;w;a;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;;;;Orthoptera_nymph_ B;Orthoptera nymph B;herb;CP;A;29.06.2017;G6;w;a;1
Myriapoda;Diplopoda;;;;;;Millipede_A;Millipede B;detr;CP;A;29.06.2017;G6;w;a;3
Hexapoda;Coleoptera;Polyphaga;Curculionidae;Scolytinae;;;Beetle_X;Beetle X;xylo;CP;A;29.06.2017;G6;w;b;1
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;CP;A;29.06.2017;G6;w;b;1
Hexapoda;Dermaptera;;;;;;Earwig_D;Earwig D;omni;CP;A;29.06.2017;G6;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Dolichoderinae;Forelius;;Ant_AJ;Ant AJ;pred;CP;A;07.07.2017;G7;w;a;1
Hexapoda;Coleoptera;Polyphaga;Curculionidae;Dryophthorinae;;;Beetle_D;Beetle D;herb;ER;A;02.07.2017;G7;w;a;2
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;CP;A;07.07.2017;G7;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Camponotus;;Ant_X;Ant X;pred;ER;A;02.07.2017;G7;w;a;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_D;Ootheca D;nada;ER;A;02.07.2017;G7;w;a;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;Pseudophyllinae;;;Grasshopper_A;Grasshopper A;herb;CP;A;07.07.2017;G7;w;a;3
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Anaplecta or Neoblatellini;;Cockroach_AA;Cockroach AA;scav;CP;A;07.07.2017;G7;w;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;ER;A;02.07.2017;G7;w;a;3
Hexapoda;Blattodea;;Blattidae;;Periplaneta;Periplaneta australiasae;Cockroach_U;Cockroach W;scav;CP;A;07.07.2017;G7;w;a;13
Hexapoda;Coleoptera;;;;;;Beetlarva_F;Beetle larva F;herb;ER;A;02.07.2017;G7;w;a;2
Hexapoda;Coleoptera;;;;;;Beetlarva_F;Beetle larva F;herb;CP;A;07.07.2017;G7;w;a;2
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;ER;A;02.07.2017;G7;w;a;4
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;CP;A;07.07.2017;G7;w;a;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_K;Staphylinid K;pred;CP;A;07.07.2017;G7;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;;;;Ant_E;Ant E;pred;ER;A;02.07.2017;G7;w;a;1
Hexapoda;Lepidoptera;;;;;;Lepilarva_G;Lepilarva G;herb;ER;A;02.07.2017;G7;w;a;1
Myriapoda;Diplopoda;;;;;;Millipede_A;Millipede B;detr;CP;A;07.07.2017;G7;w;a;5
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_G;Ootheca G;nada;ER;A;02.07.2017;G7;w;b;1
Hexapoda;Lepidoptera;;;;;;Lepilarva_N;Lepilarva N ;herb;ER;A;02.07.2017;G7;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;ER;A;02.07.2017;G7;w;c;3
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Camponotus;;Ant_X;Ant X;pred;ER;A;02.07.2017;G7;w;c;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_D;Ootheca D;nada;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;ER;A;02.07.2017;G7;w;c;3
Hexapoda;Dermaptera;;;;;;Earwig_B;Earwig B;omni;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Homoptera_I;Psyllid I ;herb;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_K;Cricket K;omni;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_G;Cricket nymph G;herb;ER;A;02.07.2017;G7;w;c;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;Conocephalinae;;;Katydid_D;Katydid D;herb;DO;A;13.07.2017;H18;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_G;Ant G;pred;DO;A;13.07.2017;H18;w;a;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;13.07.2017;H18;w;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;A;13.07.2017;H18;w;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini or Macrophyllodromia;;Cockroach_X;Cockroach X;scav;DO;A;13.07.2017;H18;w;a;2
Chelicerata;Araneae;;;;;;Spider_GG;Spider GG;pred;DO;A;13.07.2017;H18;w;a;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;DO;A;13.07.2017;H18;w;a;1
Crustacea;Isopoda;;;;;;Isopod_A;Isopod A;detr;DO;A;13.07.2017;H18;w;a;2
Hexapoda;Hemiptera;Sternorrhyncha;;;;;Scale_H;Scale H;herb;DO;A;13.07.2017;H18;w;a;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_J;Cricket J;omni;DO;A;13.07.2017;H18;w;a;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;DO;A;13.07.2017;H18;w;b;1
Chelicerata;Scorpiones;;;;;;Scorpion_B;Scorpion B;pred;DO;A;13.07.2017;H18;w;b;1
Crustacea;Isopoda;;;;;;Isopod_A;Isopod A;detr;DO;A;13.07.2017;H18;w;b;2
Chelicerata;Araneae;;;;;;Jspider_BI;Jspider BI;pred;DO;A;13.07.2017;H18;w;c;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;DO;A;13.07.2017;H18;w;c;2
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;13.07.2017;H18;w;d;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini?;;Cockroach_G;Cockroach G;scav;DO;A;13.07.2017;H18;w;d;1
Chelicerata;Araneae;;;;;;Jspider_N;Jspider N;pred;DO;A;13.07.2017;H18;w;d;1
Chelicerata;Scorpiones;;;;;;Scorpion_B;Scorpion B;pred;DO;A;13.07.2017;H18;w;d;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_T;Cricket T;omni;DO;A;13.07.2017;H18;w;d;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_G;Ant G;pred;DO;A;13.07.2017;H18;w;e;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_G;Ant G;pred;DO;A;13.07.2017;H18;w;e;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_B;Ootheca B;nada;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_E;Ootheca E;nada;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;Pseudophyllinae;;;Grasshopper_D;Grasshopper D;herb;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini or Macrophyllodromia;;Cockroach_X;Cockroach X;scav;DO;A;13.07.2017;H18;w;e;3
Chelicerata;Araneae;;;;;;Jspider_BJ;Jspider BJ;pred;DO;A;13.07.2017;H18;w;e;1
Chelicerata;Araneae;;;;;;Spider_DK;Spider DK;pred;DO;A;13.07.2017;H18;w;e;1
Chelicerata;Araneae;;;;;;Spider_GH;Spider GH;pred;DO;A;13.07.2017;H18;w;e;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;DO;A;13.07.2017;H18;w;e;1
Chelicerata;Scorpiones;;;;;;Scorpion_B;Scorpion B;pred;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Hemiptera_nymph_F;Hemiptera nymph I;herb;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_nymph_C;Cricket nymph C;omni;DO;A;13.07.2017;H18;w;e;1
Hexapoda;Blattodea;;Blaberidae;Epilamprinae or Zetoborinae;;;Cockroach_S;Cockroach S;scav;CP;B;05.05.2017;H2;wr;a;4
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Camponotus;;Ant_X;Ant X;pred;CP;B;05.05.2017;H2;wr;a;1
Hexapoda;Coleoptera;;;;;;Staphlarva_D;Staphlarva D;pred;CP;B;05.05.2017;H2;wr;a;2
Hexapoda;Hymenoptera;Apocrita;Formicidae;;;;Ant_E;Ant E;pred;CP;B;05.05.2017;H2;wr;a;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_nymph_D;Cricket nymph D;omni;CP;B;05.05.2017;H2;wr;a;1
Myriapoda;Diplopoda;;;;;;Millipede_A;Millipede A;detr;CP;B;05.05.2017;H2;wr;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_BF;Ant BF;pred;DO;A;10.07.2017;H5;w;a;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_B;Ootheca B;nada;DO;A;10.07.2017;H5;w;a;3
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_E;Ootheca E;nada;DO;A;10.07.2017;H5;w;a;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;10.07.2017;H5;w;a;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;Pseudophyllinae;;;Grasshopper_A;Grasshopper A;herb;DO;A;10.07.2017;H5;w;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;DO;A;10.07.2017;H5;w;a;2
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini?;;Cockroach_G;Cockroach G;scav;DO;A;10.07.2017;H5;w;a;5
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;A;10.07.2017;H5;w;a;11
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini or Macrophyllodromia;;Cockroach_X;Cockroach X;scav;DO;A;10.07.2017;H5;w;a;3
Chelicerata;Araneae;;;;;;Jspider_BL;Jspider BL;pred;DO;A;10.07.2017;H5;w;a;1
Chelicerata;Araneae;;;;;;Spider_GE;Spider GE;pred;DO;A;10.07.2017;H5;w;a;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_G;Cricket nymph G;herb;DO;A;10.07.2017;H5;w;a;2
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_S;Cricket S;omni;DO;A;10.07.2017;H5;w;a;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_A;Ootheca A;nada;DO;A;10.07.2017;H5;w;b;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;DO;A;10.07.2017;H5;w;b;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;A;10.07.2017;H5;w;b;1
Chelicerata;Araneae;;;;;;Jspider_X;Jspider X;pred;DO;A;10.07.2017;H5;w;b;1
Hexapoda;Coleoptera;Polyphaga;Chrysomelidae;Chrysomelinae;;;Beetle_AX;Beetle AX;herb;DO;B;17.05.2017;H6;wr;a;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_B;Ootheca B;nada;DO;B;17.05.2017;H6;wr;a;2
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_E;Ootheca E;nada;DO;B;17.05.2017;H6;wr;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini;;Cockroach_P;Cockroach P;scav;DO;B;17.05.2017;H6;wr;a;2
Hexapoda;Coleoptera;Polyphaga;Chrysomelidae;Bruchinae;;;Beetle_DB;Beetle DB;herb;DO;B;17.05.2017;H6;wr;b;2
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_E;Ootheca E;nada;DO;B;17.05.2017;H6;wr;b;1
Chelicerata;Araneae;;;;;;Spider_AG;Spider AG;pred;DO;B;17.05.2017;H6;wr;b;1
Chelicerata;Araneae;;;;;;Spider_AR;Spider AR;pred;DO;B;17.05.2017;H6;wr;b;1
Hexapoda;Coleoptera;;;;;;Staphlarva_D;Staphlarva D;pred;DO;B;17.05.2017;H6;wr;b;1
Hexapoda;Dermaptera;;;;;;Earwig_A;Earwig A;omni;DO;B;17.05.2017;H6;wr;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_AB;Ant AB ;pred;DO;B;20.05.2017;H7;wr;a;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_B;Ootheca B;nada;DO;B;20.05.2017;H7;wr;a;3
Hexapoda;Hymenoptera;Apocrita;Formicidae;Pseudomyrmecinae;Pseudomyrmex;;FlyingAnt_N;Flying ant N ;pred;DO;B;20.05.2017;H7;wr;a;3
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini;;Cockroach_P;Cockroach P;scav;DO;B;20.05.2017;H7;wr;a;3
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;B;20.05.2017;H7;wr;a;1
Hexapoda;Blattodea;;Ectobiidae;Nyctiborinae;;;Cockroach_J;Cockroach J;scav;DO;A;13.07.2017;I1;w;a;1
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_H;Ootheca H;nada;DO;A;13.07.2017;I1;w;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;DO;A;13.07.2017;I1;w;a;1
Chelicerata;Araneae;;;;;;Jspider_BL;Jspider BL;pred;DO;A;13.07.2017;I1;w;a;1
Chelicerata;Araneae;;;;;;Spider_BX;Spider BX;pred;DO;A;13.07.2017;I1;w;a;1
Chelicerata;Araneae;;;;;;Spider_GF;Spider GF;pred;DO;A;13.07.2017;I1;w;a;1
Hexapoda;Orthoptera;Ensifera;Gryllacrididae;;;;Katydid_C;Katydid nymph C;unkn;DO;A;13.07.2017;I1;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Pseudomyrmecinae;;;FlyingAnt_Y;Flying ant Y;pred;DO;A;13.07.2017;I1;w;b;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;A;13.07.2017;I1;w;b;1
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;;;;Orthoptera_nymph_ H;Orthoptera nymph H;herb;DO;A;13.07.2017;I1;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Dolichoderinae;Liometopum;;Ant_AH;Ant AH;pred;DO;B;20.05.2017;I21;wr;a;nest
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_B;Ootheca B;nada;DO;B;20.05.2017;I21;wr;a;3
Hexapoda;Blattodea;;;Ootheca;;;Ootheca_D;Ootheca D;nada;DO;B;20.05.2017;I21;wr;a;2
Hexapoda;Hymenoptera;Apocrita;Formicidae;Pseudomyrmecinae;Pseudomyrmex;;FlyingAnt_N;Flying ant N ;pred;DO;B;20.05.2017;I21;wr;a;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Neoblattellini;;Cockroach_P;Cockroach P;scav;DO;B;20.05.2017;I21;wr;a;8
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Euphyllodromia?;;Cockroach_Q;Cockroach Q;scav;DO;B;20.05.2017;I21;wr;a;3
Chelicerata;Araneae;;;;;;Spider_BP;Spider BP;pred;DO;B;20.05.2017;I21;wr;a;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;DO;B;20.05.2017;I21;wr;a;2
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;DO;B;20.05.2017;I21;wr;a;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_E;Staphylinid E;pred;DO;B;20.05.2017;I21;wr;a;2
Hexapoda;Coleoptera;Polyphaga;Chrysomelidae;Bruchinae;;;Beetle_BN;Beetle BN;gran;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;CP;A;11.07.2017;I3;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;CP;A;11.07.2017;I3;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_A;Ant S;pred;CP;A;11.07.2017;I3;w;a;nest
Chelicerata;Araneae;;;;;;Spider_G;Spider G;pred;CP;A;11.07.2017;I3;w;a;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Hemiptera;Heteroptera;Cydnidae;;;;Hemiptera_CH;Beetle DA;herb;CP;A;11.07.2017;I3;w;a;10
Hexapoda;Coleoptera;Polyphaga;Scirtidae;;;;Beetle_ET;Beetle ET;poll;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Coleoptera;Polyphaga;Staphylinidae;;;;Staphylinid_A;Staphylinid A;pred;CP;A;11.07.2017;I3;w;a;2
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_BF;Hemiptera BF;herb;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_CC;Hemiptera CC;herb;CP;A;11.07.2017;I3;w;a;4
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_CD;Hemiptera CD;herb;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_Z;Hemiptera Z;herb;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;;;;Ant_E;Ant E;pred;CP;A;11.07.2017;I3;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;;;;Ant_Z;Ant Z;pred;CP;A;11.07.2017;I3;w;a;nest
Mollusca;Gastropoda;;;;;;Snail_C;Snail C;unkn;CP;A;11.07.2017;I3;w;a;2
Myriapoda;Diplopoda;;;;;;Millipede_A;Millipede B;detr;CP;A;11.07.2017;I3;w;a;1
Hexapoda;Coleoptera;Polyphaga;Chrysomelidae;Cassidinae;;;Beetle_DF;Beetle DF;herb;CP;A;11.07.2017;I3;w;b;1
Hexapoda;Coleoptera;Polyphaga;Scirtidae;;;;Beetle_ET;Beetle ET;poll;CP;A;11.07.2017;I3;w;b;1
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;CP;A;11.07.2017;I3;w;b;1
Mollusca;Gastropoda;;;;;;Snail_C;Snail C;unkn;CP;A;11.07.2017;I3;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;CP;A;29.06.2017;I7;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Camponotus;;Ant_X;Ant X;pred;CP;A;29.06.2017;I7;w;a;nest
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_A;Ant S;pred;CP;A;29.06.2017;I7;w;a;nest
Hexapoda;Orthoptera;Ensifera;Tettigoniidae;Pseudophyllinae;;;Grasshopper_A;Grasshopper A;herb;CP;A;29.06.2017;I7;w;a;2
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;CP;A;29.06.2017;I7;w;a;1
Chelicerata;Araneae;;;;;;Spider_DJ;Spider DJ ;pred;CP;A;29.06.2017;I7;w;a;1
Chelicerata;Opiliones;;;;;;Opilio_D;Opilio D;omni;CP;A;29.06.2017;I7;w;a;2
Hexapoda;Hemiptera;Auchenorrhyncha;;;;;Homoptera_CO;Unknown specimen BO;herb;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Blattodea;;Blattidae;;Periplaneta;Periplaneta australiasae;Cockroach_U;Cockroach U ;scav;CP;A;29.06.2017;I7;w;a;3
Hexapoda;Blattodea;;Blattidae;;Periplaneta;Periplaneta australiasae;Cockroach_U;Cockroach W;scav;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Coleoptera;Polyphaga;Endomychidae;;Archinipes;;Beetle_DJ;Beetle DJ;myco;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Coleoptera;Polyphaga;Scirtidae;;;;Beetle_ET;Beetle ET;poll;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Coleoptera;;;;;;Staphlarva_D;Staphlarva D;pred;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Hemiptera;Heteroptera;Rhyparochromidae;;;;Hemiptera_AK;Hemiptera AK;gran;CP;A;29.06.2017;I7;w;a;1
Hexapoda;Orthoptera;Ensifera;Gryllidae;;;;Cricket_nymph_C;Cricket nymph C;omni;CP;A;29.06.2017;I7;w;a;1
Mollusca;Gastropoda;;;;;;Snail_A;Snail A;herb;CP;A;29.06.2017;I7;w;a;2
Myriapoda;Diplopoda;;;;;;Millipede_A;Millipede B;detr;CP;A;29.06.2017;I7;w;a;6
Hexapoda;Hymenoptera;Apocrita;Formicidae;Formicinae;Formica;;Ant_H;Ant H;pred;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Myrmicinae;;;Ant_A;Ant S;pred;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Hymenoptera;Apocrita;Formicidae;Paraponerinae;Paraponera;Paraponera clavata;Ant_L;Ant AE;pred;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Blattodea;;Ectobiidae;Pseudophyllodromiinae;Chorisoneura or Neoblatellini;;Cockroach_B;Cockroach B;scav;CP;A;29.06.2017;I7;w;b;1
Chelicerata;Opiliones;;;;;;Opilio_A;Opilio A;omni;CP;A;29.06.2017;I7;w;b;5
Chelicerata;Opiliones;;;;;;Opilio_D;Opilio D;omni;CP;A;29.06.2017;I7;w;b;1
Chelicerata;Opiliones;;;;;;Opilio_G;Spider BP;omni;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Coleoptera;Polyphaga;Scirtidae;;;;Beetle_BS;Beetle BS;poll;CP;A;29.06.2017;I7;w;b;2
Hexapoda;Coleoptera;Polyphaga;Endomychidae;;Archinipes;;Beetle_DJ;Beetle DJ;myco;CP;A;29.06.2017;I7;w;b;2
Hexapoda;Coleoptera;Polyphaga;Scirtidae;;;;Beetle_ET;Beetle ET;poll;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Diptera;Brachycera;Muscidae;;;;Fly_EY;Fly EY ;unkn;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Hemiptera;Heteroptera;Scutelleridae;;;;Hemiptera_BM;Hemiptera BM;herb;CP;A;29.06.2017;I7;w;b;1
Hexapoda;Hemiptera;Heteroptera;Lygaeidae;;;;Hemiptera_AQ;Hemiptera AQ;herb;CP;A;29.06.2017;I7;w;b;2
